codigo;area;indice;empresa;data_emissao;ano;data_vencimento;quantidade;valor_nominal;valor_emissao;rentabilidade_pct;juros_spread;anos;dias_corridos;di;swap_di_ipca;taxa_nominal_pct;inflacao_implicita;taxa_real
IEMD11;T;DI;INTERLIGACAO ELETRICA DO MADEIRA S/A;2011-09-15;2011;2012-09-15;420;1000000.0;420000000.0;106.5;0.0;1.0027397260273974;366;10.77;4.6;11.470049999999999;0.058986615678776166;0.05261056513496465
ISOL12;T;DI;ISOLUX ENERGIA E PARTICIPACOES S/A;2011-12-19;2011;2019-06-19;140000;1000.0;140000000.0;100.0;5.35;7.504109589041096;2739;11.13;5.23;16.48;0.05606766131331353;0.10295963286241361
LTMC11;T;DI;LINHAS DE TRANSMISSAO DE MONTES CLAROS S.A.;2011-05-12;2011;2012-04-08;125;1000000.0;125000000.0;100.0;1.55;0.9095890410958904;332;12.41;7.29;13.96;0.04772112964861597;0.08769401298816826
SGBH11;T;DI;STATE GRID BRAZIL HOLDING S.A.;2011-05-30;2011;2013-11-30;300;1000000.0;300000000.0;100.0;1.4;2.506849315068493;915;12.48;6.5;13.88;0.056150234741784155;0.07825568990042675
CPTE11;T;IPCA;CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA S.A.;2011-11-11;2011;2023-11-11;220000;1000.0;220000000.0;;7.8;12.008219178082191;4383;;;;;0.078
ALPA14;T;DI;ALUPAR INVESTIMENTO S/A;2012-02-03;2012;2018-02-03;15000;10000.0;150000000.0;100.0;1.45;6.005479452054795;2192;11.01;5.0;12.459999999999999;0.05723809523809531;0.06371498063237535
CMTR13;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2012-02-15;2012;2017-02-15;480000;1000.0;480000000.0;100.0;0.9;5.005479452054795;1827;10.66;4.71;11.56;0.056823608060357245;0.055616085306343654
CTEE12;T;DI;CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;2012-07-02;2012;2014-07-02;70000;10000.0;700000000.0;105.5;;2.0;730;8.12;3.12;8.5666;0.048487199379363854;0.035459470218276
EATE12;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2012-10-19;2012;2017-10-19;15000;10000.0;150000000.0;100.0;0.9875;5.002739726027397;1826;8.86;2.96;9.8475;0.05730380730380724;0.038939794231122704
ECTE12;T;DI;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2012-10-29;2012;2017-10-29;8000;10000.0;80000000.0;100.0;0.9875;5.002739726027397;1826;8.64;2.9;9.627500000000001;0.05578231292517022;0.03835325386597943
GARA11;T;DI;INTERLIGACAO ELETRICA GARANHUNS S.A.;2012-10-15;2012;2014-04-15;18000;10000.0;180000000.0;106.5;;1.4986301369863013;547;7.64;1.8;8.1366;0.05736738703339883;0.022696570048309272
JAUR11;T;DI;JAURU TRANSMISSORA DE ENERGIA S/A;2012-01-16;2012;2013-01-16;154;1000000.0;154000000.0;100.0;1.6;1.0027397260273974;366;10.04;4.2;11.639999999999999;0.05604606525911704;0.0571508542348238
LTTE11;T;DI;LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.;2012-06-27;2012;2013-12-27;297;500000.0;148500000.0;100.0;2.75;1.5013698630136987;548;7.93;3.23;10.68;0.04552940036810993;0.05860246456036333
TAEE13;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2012-10-15;2012;2017-10-15;665000;1000.0;665000000.0;100.0;0.78;5.002739726027397;1826;8.93;2.95;9.709999999999999;0.05808644973287991;0.036871798402644096
TRSR11;T;DI;COMPANHIA TRANSIRAPE DE TRANSMISSAO;2012-11-14;2012;2017-11-14;4250;10000.0;42500000.0;100.0;0.9875;5.002739726027397;1826;9.01;3.12;9.9975;0.05711792086889078;0.04054143656545239
TRSU11;T;DI;COMPANHIA TRANSUDESTE DE TRANSMISSAO;2012-11-14;2012;2017-11-14;4750;10000.0;47500000.0;100.0;0.9875;5.002739726027397;1826;9.01;3.12;9.9975;0.05711792086889078;0.04054143656545239
CMTR23;T;IPCA;CEMIG GERACAO E TRANSMISSAO S/A;2012-02-15;2012;2019-02-15;200000;1000.0;200000000.0;;6.0;7.005479452054795;2557;;;;;0.06
CMTR33;T;IPCA;CEMIG GERACAO E TRANSMISSAO S/A;2012-02-15;2012;2022-02-15;670000;1000.0;670000000.0;;6.2;10.008219178082191;3653;;;;;0.062
TAEE23;T;IPCA;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2012-10-15;2012;2020-10-15;793000;1000.0;793000000.0;;4.85;8.005479452054795;2922;;;;;0.048499999999999995
TAEE33;T;IPCA;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2012-10-15;2012;2024-10-15;702000;1000.0;702000000.0;;5.1;12.008219178082191;4383;;;;;0.051
ABEN11;T;DI;ABENGOA CONCESSOES BRASIL HOLDING S/A;;2013;2018-05-17;7500;10000.0;75000000.0;100.0;3.0;5.002739726027397;1826;9.34;3.55;12.34;0.05591501690004819;0.06391137735503949
ABEN12;T;DI;ABENGOA CONCESSOES BRASIL HOLDING S/A;2013-12-02;2013;2016-12-02;7500;10000.0;75000000.0;100.0;4.2;3.0027397260273974;1096;12.4;5.69;16.6;0.06348755795250272;0.09639270462633442
CMTR14;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2013-12-23;2013;2016-12-23;50000;10000.0;500000000.0;100.0;0.85;3.0027397260273974;1096;12.31;5.39;13.16;0.06566087864123715;0.06187627103552673
CTEE13;T;DI;CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;2013-12-26;2013;2018-12-26;50000;10000.0;500000000.0;116.0;;5.002739726027397;1826;12.95;6.05;15.021999999999998;0.06506364922206509;0.0799542363877821
ISOL23;T;DI;ISOLUX ENERGIA E PARTICIPACOES S/A;2013-12-15;2013;2020-05-15;90000;1000.0;90000000.0;100.0;6.85;6.419178082191781;2343;12.64;6.08;19.490000000000002;0.06184012066365008;0.12531065340909087
LTTE12;T;DI;LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.;2013-12-27;2013;2014-06-25;165;1000000.0;165000000.0;100.0;3.0;0.4931506849315068;180;10.29;2.75;13.29;0.07338199513381993;0.05544904343095469
TPNO11;T;DI;MATRINCHA TRANSMISSORA DE ENERGIA TP NORTE S/A;2013-06-20;2013;2014-12-20;800;1000000.0;800000000.0;100.0;0.65;1.5013698630136987;548;10.43;4.67;11.08;0.05503009458297514;0.05286096169519139
TPSU11;T;DI;GUARACIABA TRANSMISSORA DE ENERGIA TP SUL SA;2013-06-20;2013;2016-12-20;400;1000000.0;400000000.0;100.0;2.3;3.504109589041096;1279;11.63;5.57;13.93;0.057402671213412804;0.07745141091104557
TSBE11;T;DI;TRANSMISSORA SUL BRASILEIRA DE ENERGIA S.A.;2013-09-27;2013;2014-09-22;15000;10000.0;150000000.0;109.05;;0.9863013698630136;360;9.98;3.4;10.88319;0.06363636363636371;0.04249152991452987
ISOL13;T;IPCA;ISOLUX ENERGIA E PARTICIPACOES S/A;2013-12-15;2013;2020-05-15;90000;1000.0;90000000.0;;12.0;6.419178082191781;2343;;;;;0.12
BMTE11;T;DI;BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.;2014-12-26;2014;2017-04-26;203;1000000.0;203000000.0;100.0;2.3;2.334246575342466;852;12.89;5.7;15.190000000000001;0.0680227057710503;0.07853512268580021
BMTE21;T;DI;BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.;2014-12-26;2014;2017-04-26;200;1000000.0;200000000.0;100.0;2.5;2.334246575342466;852;12.89;5.7;15.39;0.0680227057710503;0.08040774204978285
BRTE11;T;DI;BRASNORTE TRANSMISSORA DE ENERGIA S.A;2014-12-22;2014;2016-06-22;1700;10000.0;17000000.0;108.0;;1.5013698630136987;548;12.93;5.38;13.964400000000001;0.07164547352438788;0.06345244593996302
CMTR15;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2014-12-10;2014;2018-12-10;140000;10000.0;1400000000.0;100.0;1.7;4.002739726027397;1461;12.32;5.78;14.02;0.06182643221781037;0.07381014957264975
EATE13;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2014-03-17;2014;2019-03-17;27000;10000.0;270000000.0;100.0;1.15;5.002739726027397;1826;12.9;6.29;14.05;0.06218835262019007;0.07372670504871581
EATE14;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2014-08-07;2014;2020-08-07;15900;10000.0;159000000.0;109.75;;6.005479452054795;2192;11.99;5.85;13.159025;0.05800661313179023;0.06954931656844354
ENTE12;T;DI;EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A;2014-08-07;2014;2020-08-07;24800;10000.0;248000000.0;109.75;;6.005479452054795;2192;11.99;5.85;13.159025;0.05800661313179023;0.06954931656844354
ETAU11;T;DI;EMPRESA DE TRANSMISSAO DO ALTO URUGUAI S.A.;2014-12-01;2014;2019-12-01;1000;10000.0;10000000.0;108.0;;5.002739726027397;1826;11.88;5.73;12.830400000000001;0.058167029225385525;0.06628156882373948
ETEP12;T;DI;EMPRESA PARAENSE DE TRANSMISSAO DE ENERGIA S/A;2014-08-07;2014;2020-08-07;6900;10000.0;69000000.0;109.75;;6.005479452054795;2192;11.99;5.85;13.159025;0.05800661313179023;0.06954931656844354
LTTE13;T;DI;LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.;2014-06-25;2014;2015-03-02;1650;100000.0;165000000.0;100.0;3.7;0.684931506849315;250;10.8;5.27;14.5;0.05253158544694614;0.08785333935018036
MSGT11;T;DI;MATA DE SANTA GENEBRA TRANSMISSAO S/A;2014-09-12;2014;2017-12-28;4800;10000.0;48000000.0;100.0;4.1;3.2958904109589042;1203;11.79;5.48;15.889999999999999;0.05982176715965104;0.09348575006709026
MSGT21;T;DI;MATA DE SANTA GENEBRA TRANSMISSAO S/A;2014-09-12;2014;2017-12-28;25000;10000.0;250000000.0;100.0;4.1;3.2958904109589042;1203;11.79;5.48;15.889999999999999;0.05982176715965104;0.09348575006709026
MSGT31;T;DI;MATA DE SANTA GENEBRA TRANSMISSAO S/A;2014-09-12;2014;2017-12-28;17100;10000.0;171000000.0;100.0;4.1;3.2958904109589042;1203;11.79;5.48;15.889999999999999;0.05982176715965104;0.09348575006709026
PRTE11;T;DI;PARANAIBA TRANSMISSORA DE ENERGIA S.A.;2014-11-24;2014;2015-11-24;350;1000000.0;350000000.0;100.0;1.65;1.0;365;12.26;4.55;13.91;0.07374461979913915;0.06086678246926769
STSN11;T;DI;STN - SISTEMA DE TRANSMISSAO NORDESTE S.A.;2014-08-07;2014;2020-08-07;10100;10000.0;101000000.0;109.75;;6.005479452054795;2192;11.99;5.85;13.159025;0.05800661313179023;0.06954931656844354
TENG11;T;DI;TRANSNORTE ENERGIA S.A.;2014-03-28;2014;2015-09-28;18000;10000.0;180000000.0;100.0;0.9;1.5041095890410958;549;11.9;4.83;12.8;0.06744252599446732;0.056731367292225165
TRLT11;T;DI;COMPANHIA TRANSLESTE DE TRANSMISSAO;2014-08-07;2014;2020-08-07;5500;10000.0;55000000.0;109.75;;6.005479452054795;2192;11.99;5.85;13.159025;0.05800661313179023;0.06954931656844354
CMTR16;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2015-07-15;2015;2018-07-15;97275;10000.0;972750000.0;100.0;1.6;3.0027397260273974;1096;12.78;6.5;14.379999999999999;0.058967136150234634;0.08010906189040612
CPGT11;T;DI;COPEL GERACAO E TRANSMISSAO S.A.;2015-05-15;2015;2020-05-15;100000;10000.0;1000000000.0;113.0;;5.005479452054795;1827;12.55;6.2;14.1815;0.05979284369114857;0.0773945179920037
ECTE13;T;DI;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2015-05-07;2015;2020-02-07;7000;10000.0;70000000.0;100.0;2.15;4.758904109589041;1737;12.96;6.35;15.110000000000001;0.062153267512929045;0.08374189978753543
CMTR26;T;IPCA;CEMIG GERACAO E TRANSMISSAO S/A;2015-07-15;2015;2020-07-15;2725;10000.0;27250000.0;;8.067;5.005479452054795;1827;;;;;0.08067
CMTR17;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2016-12-23;2016;2021-12-23;224000;10000.0;2240000000.0;140.0;;5.002739726027397;1826;11.55;6.05;16.17;0.05186232909005173;0.10442209771402977
CPGT12;T;DI;COPEL GERACAO E TRANSMISSAO S.A.;2016-07-13;2016;2019-07-13;100000;10000.0;1000000000.0;121.0;;3.0;1095;12.11;6.16;14.653099999999998;0.056047475508665956;0.0856813037195614
EATE15;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2016-09-06;2016;2019-09-06;12600;10000.0;126000000.0;113.0;;3.0;1095;11.82;6.0;13.356599999999998;0.054905660377358556;0.07456623144339125
EATE25;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2016-09-06;2016;2021-09-06;5400;10000.0;54000000.0;116.0;;5.002739726027397;1826;11.89;6.0;13.792399999999999;0.055566037735849116;0.07802255786933587
ENTE13;T;DI;EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A;2016-09-06;2016;2019-09-06;2800;10000.0;28000000.0;113.0;;3.0;1095;11.82;6.0;13.356599999999998;0.054905660377358556;0.07456623144339125
ENTE23;T;DI;EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A;2016-09-06;2016;2021-09-06;1200;10000.0;12000000.0;116.0;;5.002739726027397;1826;11.89;6.0;13.792399999999999;0.055566037735849116;0.07802255786933587
CPGT13;T;DI;COPEL GERACAO E TRANSMISSAO S.A.;2017-10-20;2017;2022-10-20;1000000;1000.0;1000000000.0;126.0;;5.002739726027397;1826;9.5;4.41;11.97;0.048750119720333274;0.06765184474885833
CPXB11;T;DI;ETC – EMPRESA TRANSMISSORA CAPIXABA S. A.;2017-12-07;2017;2019-06-07;10000;10000.0;100000000.0;107.1;;1.4986301369863013;547;7.62;2.9;8.16102;0.04586977648202151;0.03417291934584643
CTEE16;T;DI;CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;2017-12-13;2017;2020-12-13;350000;1000.0;350000000.0;105.65;;3.0027397260273974;1096;9.25;4.35;9.772625;0.04695735505510301;0.04849184610983981
EATE16;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2017-09-26;2017;2022-09-26;70000;1000.0;70000000.0;107.75;;5.002739726027397;1826;9.41;4.45;10.139275;0.047486835806606065;0.05146214000091409
ECTE14;T;DI;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2017-09-26;2017;2022-09-26;75000;1000.0;75000000.0;107.75;;5.002739726027397;1826;9.41;4.45;10.139275;0.047486835806606065;0.05146214000091409
ETAP11;T;DI;ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A.;2017-12-07;2017;2019-06-07;15000;10000.0;150000000.0;107.1;;1.4986301369863013;547;7.62;2.9;8.16102;0.04586977648202151;0.03417291934584643
ISAV11;T;DI;ISA INVESTIMENTOS E PARTICIPACOES DO BRASIL S.A.;2017-06-02;2017;2022-06-02;350000000;1.0;350000000.0;100.0;1.68;5.002739726027397;1826;10.87;5.69;12.549999999999999;0.0490112593433627;0.0729150807251735
TAES24;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2017-09-15;2017;2020-09-15;287669;1000.0;287669000.0;105.0;;3.0027397260273974;1096;8.82;4.07;9.261000000000001;0.04564235610646694;0.04491750321632049
TRLT12;T;DI;COMPANHIA TRANSLESTE DE TRANSMISSAO;2017-09-26;2017;2022-09-26;30000;1000.0;30000000.0;107.75;;5.002739726027397;1826;9.41;4.45;10.139275;0.047486835806606065;0.05146214000091409
TRSR12;T;DI;COMPANHIA TRANSIRAPE DE TRANSMISSAO;2017-09-26;2017;2022-09-26;30000;1000.0;30000000.0;107.75;;5.002739726027397;1826;9.41;4.45;10.139275;0.047486835806606065;0.05146214000091409
TRSU12;T;DI;COMPANHIA TRANSUDESTE DE TRANSMISSAO;2017-09-26;2017;2022-09-26;50000;1000.0;50000000.0;107.75;;5.002739726027397;1826;9.41;4.45;10.139275;0.047486835806606065;0.05146214000091409
VRDS11;T;DI;VEREDAS TRANSMISSORA DE ELETRICIDADE S/A;2017-10-03;2017;2018-10-03;37500;1000.0;37500000.0;100.0;2.33;1.0;365;7.15;3.29;9.48;0.03737051021396076;0.05536063462435825
XNGU11;T;DI;XINGU RIO TRANSMISSORA DE ENERGIA S.A.;2017-05-25;2017;2019-04-02;550000;1000.0;550000000.0;105.0;;1.8547945205479452;677;9.8;5.06;10.290000000000001;0.04511707595659642;0.05528846994535508
ARCV11;T;DI;ARCOVERDE TRANSMISSAO DE ENERGIA S.A.;2018-11-14;2018;2020-05-14;70000;1000.0;70000000.0;100.0;2.85;1.4986301369863013;547;7.37;3.47;10.22;0.03769208466222107;0.062164794635372944
ARCV21;T;DI;ARCOVERDE TRANSMISSAO DE ENERGIA S.A.;2018-11-14;2018;2020-05-14;30000;1000.0;30000000.0;100.0;2.85;1.4986301369863013;547;7.37;3.47;10.22;0.03769208466222107;0.062164794635372944
ARCV31;T;DI;ARCOVERDE TRANSMISSAO DE ENERGIA S.A.;2018-11-14;2018;2020-05-14;40000;1000.0;40000000.0;100.0;2.85;1.4986301369863013;547;7.37;3.47;10.22;0.03769208466222107;0.062164794635372944
CLEO11;T;DI;CELEO REDES BRASIL S/A;2018-11-15;2018;2019-05-14;225000;1000.0;225000000.0;115.0;;0.4931506849315068;180;6.54;3.04;7.520999999999999;0.03396739130434767;0.03988772667542717
CLOR11;T;DI;CELEO REDES TRANSMISSAO DE ENERGIA S/A;2018-11-15;2018;2023-11-15;565000;1000.0;565000000.0;100.0;0.75;5.002739726027397;1826;9.68;4.88;10.43;0.04576659038901609;0.05597177242888396
CPGT14;T;DI;COPEL GERACAO E TRANSMISSAO S.A.;2018-07-23;2018;2023-07-23;1000000000;1.0;1000000000.0;126.0;;5.002739726027397;1826;10.53;5.41;13.2678;0.048572241722796505;0.08020978901655695
CPXB12;T;DI;ETC – EMPRESA TRANSMISSORA CAPIXABA S. A.;2018-09-15;2018;2023-09-15;30700;1000.0;30700000.0;113.5;;5.002739726027397;1826;11.99;5.79;13.60865;0.05860667359863858;0.07319038159657132
EATE17;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2018-06-26;2018;2023-06-26;85000;1000.0;85000000.0;112.0;;5.002739726027397;1826;11.15;5.55;12.488000000000001;0.05305542396968255;0.06820588394062099
ETAP12;T;DI;ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A.;2018-09-15;2018;2023-09-15;41300;1000.0;41300000.0;112.0;;5.002739726027397;1826;11.99;5.79;13.4288;0.05860667359863858;0.07149145030806348
ETEP13;T;DI;EMPRESA PARAENSE DE TRANSMISSAO DE ENERGIA S/A;2018-06-26;2018;2023-06-26;45000;1000.0;45000000.0;112.0;;5.002739726027397;1826;11.15;5.55;12.488000000000001;0.05305542396968255;0.06820588394062099
ETES11;T;DI;EMPRESA DE TRANSMISSAO DO ESPIRITO SANTO S.A. - ETES;2018-06-26;2018;2023-06-26;40000;1000.0;40000000.0;112.0;;5.002739726027397;1826;11.15;5.55;12.488000000000001;0.05305542396968255;0.06820588394062099
ETSG11;T;DI;EBTE - EMPRESA BRASILEIRA DE TRANSMISSAO DE ENERGIA S.A;2018-06-26;2018;2023-06-26;110000;1000.0;110000000.0;112.0;;5.002739726027397;1826;11.15;5.55;12.488000000000001;0.05305542396968255;0.06820588394062099
ETSP11;T;DI;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2018-05-20;2018;2019-11-20;185000;1000.0;185000000.0;114.6;;1.5041095890410958;549;7.63;3.22;8.743979999999999;0.04272427824065117;0.04288336110749791
ETVG11;T;DI;EMPRESA DE TRANSMISSAO DE VARZEA GRANDE S.A. - ETVG;2018-06-26;2018;2023-06-26;38000;1000.0;38000000.0;112.0;;5.002739726027397;1826;11.15;5.55;12.488000000000001;0.05305542396968255;0.06820588394062099
EXTE11;T;DI;EXPANSION TRANSMISSAO DE ENERGIA ELETRICA SA;2018-02-08;2018;2021-02-08;135000;1000.0;135000000.0;105.0;;3.0027397260273974;1096;8.94;4.03;9.387;0.04719792367586262;0.044568534055443365
ITGT21;T;DI;INTEGRACAO TRANSMISSORA DE ENERGIA S.A.;2018-10-15;2018;2025-10-15;100000;1000.0;100000000.0;100.0;2.2;7.005479452054795;2557;10.59;5.15;12.79;0.051735615786971056;0.07241780450311941
MGSP11;T;DI;EDP TRANSMISSAO SP-MG S/A;2018-12-13;2018;2020-06-13;25000;10000.0;250000000.0;100.0;0.2;1.5013698630136987;548;6.99;3.29;7.19;0.03582147352115417;0.03483083465744463
XNGU12;T;DI;XINGU RIO TRANSMISSORA DE ENERGIA S.A.;2018-03-15;2018;2019-03-29;1250000;1000.0;1250000000.0;100.0;0.3;1.0383561643835617;379;6.63;2.67;6.93;0.03857017629297754;0.02958858670167852
XNGU15;T;DI;XINGU RIO TRANSMISSORA DE ENERGIA S.A.;2018-09-06;2018;2019-03-06;550000;1000.0;550000000.0;104.75;;0.4958904109589041;181;7.28;3.71;7.625800000000001;0.034422910037605;0.04044292673378047
XNGU25;T;DI;XINGU RIO TRANSMISSORA DE ENERGIA S.A.;2018-09-06;2018;2019-09-06;550000;1000.0;550000000.0;106.0;;1.0;365;8.19;3.65;8.6814;0.04380125422093584;0.04120779277197517
ALUP17;T;DI;ALUPAR INVESTIMENTO S/A;2019-10-15;2019;2025-10-15;648500;1000.0;648500000.0;100.0;1.4;6.005479452054795;2192;6.45;2.64;7.85;0.03712003117692908;0.03989891968060122
ATEV11;T;DI;ATE VIII TRANSMISSORA DE ENERGIA S/A;2019-12-16;2019;2028-10-31;21277;1000.0;21277000.0;100.0;1.0862;8.882191780821918;3242;7.02;3.1;8.1062;0.038021338506304625;0.0414641394131936
ATEV21;T;DI;ATE VIII TRANSMISSORA DE ENERGIA S/A;2019-12-16;2019;2029-10-31;3723;1000.0;3723000.0;100.0;3.35;9.882191780821918;3607;7.1;3.19;10.45;0.03789126853377267;0.06417698412698414
CNVI11;T;DI;ATE VI - CAMPOS NOVOS TRANSMISSORA DE ENERGIA S/A;2019-12-19;2019;2028-10-31;61138;1000.0;61138000.0;100.0;1.0862;8.873972602739727;3239;7.27;3.35;8.3562;0.03792936623125298;0.04396506665423683
CNVI21;T;DI;ATE VI - CAMPOS NOVOS TRANSMISSORA DE ENERGIA S/A;2019-12-19;2019;2029-10-31;5862;1000.0;5862000.0;100.0;3.35;9.873972602739727;3604;7.37;3.45;10.72;0.03789270178830373;0.06677693955481012
CPGT16;T;DI;COPEL GERACAO E TRANSMISSAO S.A.;2019-07-15;2019;2024-07-15;800000;1000.0;800000000.0;109.0;;5.005479452054795;1827;6.76;2.88;7.3684;0.03771384136858491;0.034662887973023526
EATE18;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2019-07-17;2019;2024-07-17;270000;1000.0;270000000.0;108.6;;5.005479452054795;1827;6.85;2.93;7.439099999999999;0.038084134848926254;0.03497487721104364
ECTE15;T;DI;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2019-07-17;2019;2024-07-17;50000;1000.0;50000000.0;108.6;;5.005479452054795;1827;6.85;2.93;7.439099999999999;0.038084134848926254;0.03497487721104364
ENTE14;T;DI;EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A;2019-07-17;2019;2024-07-17;50000;1000.0;50000000.0;108.6;;5.005479452054795;1827;6.85;2.93;7.439099999999999;0.038084134848926254;0.03497487721104364
FVII11;T;DI;ATE VII - FOZ DO IGUACU TRANSMISSORA DE ENERGIA S/A;2019-12-19;2019;2028-10-31;38809;1000.0;38809000.0;100.0;1.0862;8.873972602739727;3239;7.27;3.35;8.3562;0.03792936623125298;0.04396506665423683
FVII21;T;DI;ATE VII - FOZ DO IGUACU TRANSMISSORA DE ENERGIA S/A;2019-12-19;2019;2029-10-31;3191;1000.0;3191000.0;100.0;3.35;9.873972602739727;3604;7.37;3.45;10.72;0.03789270178830373;0.06677693955481012
GIOS11;T;DI;GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S.A.;2019-02-08;2019;2020-02-08;100000000;1.0;100000000.0;100.0;1.05;1.0;365;6.59;2.8;7.64;0.03686770428015573;0.03812665353222622
ITGT12;T;DI;INTEGRACAO TRANSMISSORA DE ENERGIA S.A.;2019-03-29;2019;2024-03-29;250000;1000.0;250000000.0;109.0;;5.005479452054795;1827;8.61;4.08;9.3849;0.043524212144504304;0.04822579799281823
ITGT22;T;DI;INTEGRACAO TRANSMISSORA DE ENERGIA S.A.;2019-03-29;2019;2026-03-29;150000;1000.0;150000000.0;100.0;1.1;7.005479452054795;2557;8.91;4.26;10.01;0.04460003836562443;0.05313034615737777
FURN11;T;DI;FURNAS CENTRAIS ELETRICAS S/A;2019-11-15;2019;2024-11-15;450000;1000.0;450000000.0;117.6;;5.005479452054795;1827;6.32;2.34;7.43232;0.03888997459448884;0.0341068123401056
LNDV11;T;DI;ATE V - LONDRINA TRANSMISSORA DE ENERGIA S/A;2019-12-19;2019;2028-10-31;51243;1000.0;51243000.0;100.0;1.0862;8.873972602739727;3239;7.27;3.35;8.3562;0.03792936623125298;0.04396506665423683
LNDV21;T;DI;ATE V - LONDRINA TRANSMISSORA DE ENERGIA S/A;2019-12-19;2019;2029-10-31;4757;1000.0;4757000.0;100.0;3.35;9.873972602739727;3604;7.37;3.45;10.72;0.03789270178830373;0.06677693955481012
MNTQ11;T;DI;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.;2019-02-26;2019;2020-02-26;100000;1000.0;100000000.0;100.0;1.2;1.0;365;6.53;2.64;7.73;0.037899454403741206;0.037961813573641257
MNTQ12;T;DI;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.;2019-08-05;2019;2020-08-05;300000;1000.0;300000000.0;100.0;0.4;1.0027397260273974;366;5.49;1.99;5.890000000000001;0.03431708991077542;0.02376728599867306
SERJ11;T;DI;TRANSMISSORA SERTANEJA DE ELETRICIDADE S.A.;2019-06-26;2019;2020-06-26;75;1000000.0;75000000.0;100.0;0.6;1.0027397260273974;366;5.88;2.93;6.4799999999999995;0.02866025454192145;0.03513282961843611
TAEE16;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2019-05-15;2019;2026-05-15;850000;1000.0;850000000.0;108.0;;7.005479452054795;2557;8.83;4.14;9.5364;0.04503552909544828;0.04815957879261257
VNYD11;T;DI;SE VINEYARDS TRANSMISSAO DE ENERGIA S/A;2019-02-18;2019;2020-02-18;120000;1000.0;120000000.0;100.0;1.9;1.0;365;6.42;2.74;8.32;0.03581857115047682;0.0457429806427363
VRDS12;T;DI;VEREDAS TRANSMISSORA DE ELETRICIDADE S/A;2019-02-08;2019;2020-02-08;200000000;1.0;200000000.0;100.0;1.05;1.0;365;6.59;2.8;7.64;0.03686770428015573;0.03812665353222622
EGIT11;T;DI;ENGIE TRANSMISSAO DE ENERGIA PARTICIPACOES S/A;2020-02-17;2020;2020-11-17;50000;10000.0;500000000.0;100.0;0.67;0.7506849315068493;274;4.2;1.08;4.87;0.03086664028492292;0.017299385796544886
TAEE19;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2020-04-08;2020;2022-04-08;450000;1000.0;450000000.0;100.0;2.85;2.0;730;4.31;2.01;7.16;0.02254680913635898;0.04797158469945395
