data;^SP500TR;AEE;AEP;CNP;D;ED;EIX;ES;ETR;EXC;FE;HE;IDA;NEE;NWE;OGE;PCG;PEG;PNW;PPL
2024-11-18;1,01721340;1,02839276;1,01329053;1,03467270;1,00884956;1,02870743;1,03346073;1,02473737;1,02122154;0,98977241;1,00674542;1,03210116;1,01467709;0,99541584;1,02826602;1,02383741;1,01568461;1,03831897;1,01142793;1,02225517
2024-11-25;1,01079559;1,00618272;1,02326063;1,02845087;1,01049193;1,02267166;1,01468551;1,01751326;1,03382761;1,02195817;1,01818593;0,97926491;0,99629974;1,04206894;0,97339204;1,00342392;1,01216644;1,02056279;1,00828574;1,01393315
2024-12-02;1,00993187;0,97245472;0,95984370;0,97057010;0,96483832;0,94263847;0,95669510;0,92696550;0,97048096;0,95677434;0,96286734;1,02598648;0,97172278;0,95640006;0,96723400;0,96223836;0,93989829;0,95440082;0,97748119;0,96192376
2024-12-09;0,99386605;0,97875598;0,96724058;1,00884402;0,96413920;0,97753640;0,97546151;0,99565076;0,97967806;0,97410855;0,98291424;0,95684803;0,98210552;0,97846899;0,95320969;0,99408993;0,97147071;0,96455552;0,95589046;0,96101213
2024-12-16;0,98034887;1,00123031;1,00043151;1,01878526;0,99296833;0,97130211;0,97105891;0,95682123;1,01198814;1,00406828;0,98808046;0,96862748;0,96214400;0,97351255;1,04597126;0,97526742;1,00354438;0,98657520;0,97041698;1,01221348
2024-12-23;1,00697079;1,00929556;0,99741231;0,98985856;1,00503155;0,99477959;1,00339517;1,01894859;1,00838534;1,01107505;0,99698435;1,00607282;1,00864136;1,00613920;1,00760468;1,00707146;1,01614519;0,99847169;0,99988220;1,00277524
2024-12-30;0,99545948;0,98590775;0,99502755;0,98230370;1,01483405;0,99642704;1,00012547;0,99982556;1,01214363;1,01656426;1,00630186;0,93863182;0,99289098;0,99833592;1,00264139;1,00702180;1,01290967;1,01554233;0,99175997;0,99231242
2025-01-06;0,98087740;0,99088343;1,01586084;0,98546145;0,97551620;0,98778564;0,81453635;0,97068566;0,99361003;0,98028913;0,96993994;0,87674173;0,97769413;0,93596327;0,96179896;0,95599909;0,84271325;0,97657969;0,97044495;0,98326614
2025-01-13;1,02925287;1,06962731;1,03999588;1,04425922;1,03539988;1,06239381;0,97490646;1,04026606;1,07612517;1,05683628;1,03021679;1,11735941;1,03577128;1,05016342;1,06437097;1,08162274;0,99068138;1,04642048;1,05968696;1,04790415
2025-01-20;1,01759521;0,99946927;1,00956296;0,99385752;0,96743843;0,96743197;0,93891542;0,97321575;1,00646426;0,99898545;0,98295318;0,97811808;0,98848804;1,02925375;0,99503680;1,01479919;0,97236929;0,99897890;0,98961238;0,98887238
2025-01-27;0,99014214;1,00084977;1,00183324;1,00648942;1,03945403;1,03465761;0,91727535;1,02414787;0,98254975;1,01574414;1,01504718;1,02237145;1,00816138;0,98256201;0,99593577;0,97754633;0,94619095;0,94877906;1,01422884;1,02189755
2025-02-03;0,99773648;1,03067949;1,02023180;0,99478055;0,98273073;1,02496272;0,92759259;1,03016639;1,01628034;1,03274995;1,00904540;1,02188182;1,00609420;0,95402471;0,98441849;1,01112954;0,97891372;1,00119704;1,00011519;1,01607148
2025-02-10;1,01523711;1,01009366;1,01474843;1,03117272;1,01757274;0,98792669;0,99940115;1,03567828;1,00109212;1,03727899;1,00667721;1,08779440;1,00026492;0,99692385;0,97908421;1,01943788;0,99804185;1,00071739;1,03700394;0,98799071
2025-02-17;0,98373519;1,00479253;1,04404690;1,02633945;1,03309948;1,03518769;1,04214928;1,02973667;1,03908510;1,01260221;1,05725003;1,05905516;1,04026234;1,05171924;1,03772121;1,03836445;1,04578164;1,00310639;1,02599138;1,02935086
2025-02-24;0,99045477;1,03064745;1,00683564;1,00913710;0,98589581;1,04243024;1,04351149;0,99431907;1,02608998;1,01866788;0,91676521;1,01765795;1,03248691;0,98030164;1,03727752;1,02389377;1,02188863;0,96653158;1,01048258;1,01411280
2025-03-03;0,96936077;0,97075616;0,98651581;0,99650956;0,98694667;1,02088262;1,03600302;0,96778298;0,93150851;0,98441432;0,99458342;1,04657536;0,95996951;1,04646017;1,00375467;0,94879001;0,97735612;0,97461500;0,99405670;0,96762272
2025-03-10;0,97774101;1,00537587;1,00898476;1,03561000;0,99022084;1,02672719;1,01063839;1,01889988;1,04500170;1,02505216;1,03293558;0,98080277;1,02447206;1,00988605;0,99928751;1,02619000;1,05072019;1,03085095;1,01869757;1,02406804
2025-03-17;1,00534139;1,00507135;0,99573713;1,00817374;0,99762254;1,01306253;1,02052634;0,99250686;0,98693966;0,99117463;0,99322115;0,97419929;0,98516716;0,96369804;0,99790150;0,99778060;1,00595943;1,02595726;1,00053365;1,00432157
2025-03-24;0,98479803;1,00798697;1,01760054;1,01341899;1,00806598;1,00899817;1,00017191;1,00311834;1,00631873;1,02077613;1,01263906;1,01552512;1,00612764;0,99393343;1,02675348;1,01178833;1,00710906;0,98373100;1,00437280;1,02733028
2025-03-31;0,90949536;0,96078233;0,97681375;0,99531026;0,95890171;1,00505659;0,94104496;0,95451574;0,93626342;1,01431449;0,98277576;0,89658277;0,99530194;0,94975180;0,99172535;0,95977135;0,96705885;0,95222347;0,96729318;0,96499590
2025-04-07;1,05725732;1,01816474;1,00143570;1,01385839;1,00018960;1,00475662;1,02465752;0,96537538;1,03403764;1,01433309;1,03124212;0,96990971;1,02604883;0,98355978;0,99875722;1,01053602;1,03071271;1,05673478;1,00900222;1,00812543
2025-04-14;0,98509714;1,01148362;1,02943713;1,01585547;1,00815308;1,02057543;1,03870334;1,01988631;1,01896721;1,02739121;1,03497527;1,08066181;1,01627201;1,00759763;1,04461446;1,03216491;1,01832151;1,01485277;1,02763566;1,02820957
2025-04-21;1,04604633;0,99624946;0,99099431;1,02771802;0,99586249;0,98528092;1,00993199;1,00731195;1,01609224;0,97799410;1,00761540;0,96267948;0,97627633;0,99668224;0,99166233;0,99445680;0,99477645;0,97204899;0,99258858;1,00587894
2025-04-28;1,02937227;1,01221000;1,00890020;1,02094804;1,03871579;0,99619747;0,94685993;1,01676465;0,99834548;1,00562520;1,01771384;1,01491050;1,00927355;1,01513101;0,99862735;1,00579716;0,98774798;0,98087129;1,00608013;1,00667976
2025-05-05;0,99554166;0,97909120;0,97204928;0,96281093;1,00163637;0,97864218;1,02387030;1,07088225;0,98876611;0,97267641;0,98653968;1,02742407;0,97813508;1,04799519;0,96494850;0,98381738;1,01181340;0,99320583;0,97126788;0,98175263
2025-05-12;1,05332963;1,00636554;0,99311357;0,99946709;1,01234334;0,96851779;1,04342411;1,00317455;1,00265323;0,97522676;1,01445627;1,01239277;1,01210211;1,06670449;0,99875346;0,99954924;1,04319905;1,00443380;1,01101271;0,98169527
2025-05-19;0,97416379;0,98245256;0,99844704;1,00739297;1,00932404;1,00668561;0,96605824;1,01659140;0,99615101;0,99931553;0,98664487;0,99905836;1,00051933;0,90346670;0,98021036;0,99729493;0,95411299;0,99583785;0,98920858;0,99454967
2025-05-26;1,01896651;1,00602279;1,00592934;0,99121661;1,00675069;1,00374640;0,98252123;1,02127320;1,00555417;1,00343492;0,99596293;1,00659761;1,02924628;1,04250300;1,00636597;1,00519886;0,99002938;1,02621597;1,00528930;1,00230751
2025-06-02;1,01537878;0,99132948;0,98357326;0,98308250;0,99602533;0,97243763;0,96603771;1,01049223;0,98643143;0,97261523;0,96924177;0,97940072;0,96796984;1,02151759;0,94758728;0,98470888;0,92654035;0,98975683;0,97654263;0,97956833
2025-06-09;0,99641128;0,99645982;1,01090481;0,99344436;0,99533797;1,02312755;0,89880951;0,99572456;0,99902608;1,01478176;0,99237394;1,00286804;0,98966472;1,04469354;0,98455073;1,01187480;0,87212278;1,00997506;1,00987783;0,99559342
2025-06-16;0,99875628;0,99682393;0,98882409;0,98267813;0,97676097;0,97123895;1,02752490;0,95874864;0,98659692;0,98497116;0,98934054;0,98951386;0,99578766;0,95653909;0,99756955;0,99210105;1,01686209;1,02160540;0,98443922;1,00454409
2025-06-23;1,03452641;1,00654765;1,00697785;1,01762720;1,03043153;0,97207096;1,02658603;1,01343575;1,01864883;1,00727694;0,99974945;1,02601151;1,00898919;0,99105275;1,00000000;1,00181991;1,00865175;1,01729591;0,99977415;0,99378152
2025-06-30;1,01751185;1,00744938;1,01366394;0,98817711;1,01771974;1,02200701;1,03099861;1,01878156;0,99321044;1,00512717;0,99949877;1,03098591;1,01310144;1,04217797;1,03185849;1,00999087;0,99428162;0,97186296;1,02111807;1,00744927
2025-07-07;0,99705546;1,00187458;1,01424988;1,00556477;1,00932109;1,00279137;0,97164618;1,01797055;0,99792482;1,00881033;1,01278835;0,96265939;1,01370815;1,00703861;0,99980937;0,99550350;0,96650077;1,01700139;1,00685696;1,01360543
2025-07-14;1,00608704;1,02598752;1,01955579;1,03043749;1,01219730;1,00487137;1,01760051;0,99543453;1,05688085;0,99747199;1,00965586;1,01608326;1,02211263;1,02083309;0,99675939;1,01548329;1,00223541;1,02132038;1,01614666;1,04989796
2025-07-21;1,01470699;1,01418446;1,02225325;1,03007500;1,01136168;1,01167389;1,03539302;1,01849879;1,02037038;1,01359449;1,02844535;1,01024214;1,02554499;0,94601722;1,00631094;1,00718458;1,04684016;1,03878543;0,98270456;1,01639797
2025-07-28;0,97655102;1,02007991;1,03452043;1,01173109;1,02825537;1,02131816;1,00339942;0,98393872;1,01712781;1,01545796;1,02980443;0,98894002;1,00884382;0,97981906;1,01729371;1,01047712;1,00284099;1,01587126;0,99747016;0,97511615
2025-08-04;1,02443963;0,99294881;0,99049132;1,00051518;1,02317493;1,00038305;1,01204594;0,99221959;1,00892162;1,01455127;1,00162077;1,00559184;1,00193024;1,02855117;1,03362610;1,00088224;1,06232283;0,98550070;1,03158209;1,01934940
2025-08-11;1,00987340;0,99181378;1,00367397;0,98171515;0,98916037;0,96449072;1,03217399;1,00753375;0,98507796;0,98367158;1,01525469;1,05653380;1,01364030;1,04143071;1,00108450;0,99382866;1,00133340;0,97308404;0,98618002;1,00550210
2025-08-18;1,00301112;1,01382253;1,01812668;0,99816370;1,01243051;1,01707023;1,00180186;1,01526027;1,00901733;1,01750465;1,00736144;1,07017546;1,02096957;1,01206737;1,05578620;1,01020164;1,01131823;0,98101260;1,00010962;1,00957598
2025-08-25;0,99917088;0,97871511;0,97368878;0,99676012;0,96768978;0,96635516;1,00953240;0,96302417;0,98611892;0,97153024;0,99611765;1,06229510;0,97696218;0,94405139;0,98341306;0,98046112;1,00592498;0,98363201;0,97821567;0,98834696
2025-09-01;1,00373519;1,00851868;0,97378848;1,00185635;0,97145229;0,99816755;0,97006949;0,99157175;0,99614023;0,99427655;0,99679059;0,94984571;1,00207832;0,99164827;1,00765091;0,98858049;0,98756545;0,98530309;0,99597128;0,98601580
2025-09-08;1,01602365;1,00159002;1,01248730;1,01217582;1,04382483;0,99490059;1,03213956;1,03415712;1,02894598;0,99884885;1,00735966;0,98294070;1,00000000;1,01043727;0,98602236;1,00724795;1,02385684;1,01935409;0,99089891;1,00556177
2025-09-15;1,01245872;0,99056378;0,97807415;0,99424678;0,99666933;0,98749358;0,99003557;1,01978683;0,98205777;1,00069147;0,98652970;0,97603306;1,00271211;0,99218328;0,98144920;0,99235447;0,96504851;0,99463225;0,98106365;0,99460167
2025-09-22;0,99702441;1,02996072;1,01942837;1,02077858;1,00802019;1,03415338;0,98867720;1,04134341;1,04037441;1,01566458;1,05137704;0,94496185;1,03229917;1,06710741;1,04668317;1,03625645;1,00402416;1,00857854;1,00277392;1,02885954
2025-09-29;1,01112723;1,01606263;1,04507973;1,00128830;1,01989055;0,99186909;1,00509003;1,05137462;1,03403786;1,02835111;1,01100588;1,00000000;1,02026815;1,05550415;0,99500168;1,00415478;1,06212422;0,99635478;1,03941905;0,99945541
